id,room_id,partner_id,room_recommendation_action_id,snapshot_date,discount_pct,estimated_inquiry_uplift_pct,estimated_reservation_uplift_pct,estimated_revenue_uplift_pct,expected_revenue,expected_occupancy_rate,simulation_type,confidence_score,simulation_factors_json,is_recommended,simulated_at,created_at,updated_at
479,137,6,126,12/5/2026,5,5.91,4.49,0.45,315151.83,73.14,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": 8, ""hybrid_metrics"": {""total_uplift_score"": 0.45, ""long_term_growth_bonus"": 1.35, ""short_term_revenue_impact"": -0.9}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5100, ""anchor_revenue_used"": 313740, ""targeted_daily_value"": 14100, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9438, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
480,137,6,126,12/5/2026,10,10.52,8.23,0.21,314398.85,75.76,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": 8, ""hybrid_metrics"": {""total_uplift_score"": 0.21, ""long_term_growth_bonus"": 2.47, ""short_term_revenue_impact"": -2.26}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5100, ""anchor_revenue_used"": 313740, ""targeted_daily_value"": 14100, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9438, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
481,137,6,126,12/5/2026,15,15.12,11.96,-0.04,313614.5,78.37,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": 8, ""hybrid_metrics"": {""total_uplift_score"": -0.04, ""long_term_growth_bonus"": 3.59, ""short_term_revenue_impact"": -3.63}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5100, ""anchor_revenue_used"": 313740, ""targeted_daily_value"": 14100, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9438, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
482,138,6,127,12/5/2026,0,0,0,0,502530,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 502530, ""targeted_daily_value"": 22700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9486, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
483,138,6,127,12/5/2026,5,2.15,2.31,-1.58,494590.03,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.58, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.27}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 13700, ""anchor_revenue_used"": 502530, ""targeted_daily_value"": 22700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9486, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
484,138,6,127,12/5/2026,10,4.3,4.62,-3.14,486750.56,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.14, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.53}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 13700, ""anchor_revenue_used"": 502530, ""targeted_daily_value"": 22700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9486, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
485,138,6,127,12/5/2026,15,6.45,6.93,-4.72,478810.58,74.85,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -4.72, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -6.8}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 13700, ""anchor_revenue_used"": 502530, ""targeted_daily_value"": 22700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9486, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
486,139,6,128,12/5/2026,0,0,0,0,311640,0,campaign_discount,57.8,"{""campaign_type"": 1, ""price_gap_pct"": 10.8, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""anchor_revenue_used"": 311640, ""targeted_daily_value"": 14000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9434, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
487,139,6,128,12/5/2026,5,6.37,4.76,0.7,313821.48,73.33,campaign_discount,60.8,"{""campaign_type"": 1, ""price_gap_pct"": 10.8, ""hybrid_metrics"": {""total_uplift_score"": 0.7, ""long_term_growth_bonus"": 1.43, ""short_term_revenue_impact"": -0.73}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5000, ""anchor_revenue_used"": 311640, ""targeted_daily_value"": 14000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9434, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
488,139,6,128,12/5/2026,10,10.98,8.49,0.46,313073.54,75.94,campaign_discount,63.8,"{""campaign_type"": 1, ""price_gap_pct"": 10.8, ""hybrid_metrics"": {""total_uplift_score"": 0.46, ""long_term_growth_bonus"": 2.55, ""short_term_revenue_impact"": -2.09}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5000, ""anchor_revenue_used"": 311640, ""targeted_daily_value"": 14000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9434, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
489,139,6,128,12/5/2026,15,15.58,12.22,0.21,312294.44,78.55,campaign_discount,66.8,"{""campaign_type"": 1, ""price_gap_pct"": 10.8, ""hybrid_metrics"": {""total_uplift_score"": 0.21, ""long_term_growth_bonus"": 3.67, ""short_term_revenue_impact"": -3.46}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 5000, ""anchor_revenue_used"": 311640, ""targeted_daily_value"": 14000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""discount_component_share"": 0.9434, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
490,140,6,129,12/5/2026,0,0,0,0,326130,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": -16.5, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 326130, ""targeted_daily_value"": 14300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9208, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
491,140,6,129,12/5/2026,5,2.15,2.31,-1.47,321335.89,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": -16.5, ""hybrid_metrics"": {""total_uplift_score"": -1.47, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.16}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5300, ""anchor_revenue_used"": 326130, ""targeted_daily_value"": 14300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9208, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
492,140,6,129,12/5/2026,10,4.3,4.62,-2.93,316574.39,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": -16.5, ""hybrid_metrics"": {""total_uplift_score"": -2.93, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.32}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5300, ""anchor_revenue_used"": 326130, ""targeted_daily_value"": 14300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9208, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
493,140,6,129,12/5/2026,15,6.45,6.93,-4.4,311780.28,74.85,campaign_discount,31.91,"{""campaign_type"": 1, ""price_gap_pct"": -16.5, ""hybrid_metrics"": {""total_uplift_score"": -4.4, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -6.48}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5300, ""anchor_revenue_used"": 326130, ""targeted_daily_value"": 14300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 0.9208, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
494,141,6,130,12/5/2026,0,0,0,0,263340,0,campaign_discount,41.49,"{""campaign_type"": 1, ""price_gap_pct"": -12.3, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""anchor_revenue_used"": 263340, ""targeted_daily_value"": 11700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""discount_component_share"": 0.933, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
495,141,6,130,12/5/2026,5,3.3,2.98,-0.9,260969.94,72.09,campaign_discount,44.49,"{""campaign_type"": 1, ""price_gap_pct"": -12.3, ""hybrid_metrics"": {""total_uplift_score"": -0.9, ""long_term_growth_bonus"": 0.89, ""short_term_revenue_impact"": -1.79}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2700, ""anchor_revenue_used"": 263340, ""targeted_daily_value"": 11700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""discount_component_share"": 0.933, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
496,141,6,130,12/5/2026,10,6.61,5.96,-1.79,258626.21,74.17,campaign_discount,47.49,"{""campaign_type"": 1, ""price_gap_pct"": -12.3, ""hybrid_metrics"": {""total_uplift_score"": -1.79, ""long_term_growth_bonus"": 1.79, ""short_term_revenue_impact"": -3.58}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2700, ""anchor_revenue_used"": 263340, ""targeted_daily_value"": 11700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""discount_component_share"": 0.933, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
497,141,6,130,12/5/2026,15,9.91,8.93,-2.7,256229.82,76.25,campaign_discount,50.49,"{""campaign_type"": 1, ""price_gap_pct"": -12.3, ""hybrid_metrics"": {""total_uplift_score"": -2.7, ""long_term_growth_bonus"": 2.68, ""short_term_revenue_impact"": -5.38}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2700, ""anchor_revenue_used"": 263340, ""targeted_daily_value"": 11700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""discount_component_share"": 0.933, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
498,142,6,131,12/5/2026,0,0,0,0,639030,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 639030, ""targeted_daily_value"": 29200, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9596, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
499,142,6,131,12/5/2026,5,2.15,2.31,-1.62,628677.71,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.62, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.31}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 20200, ""anchor_revenue_used"": 639030, ""targeted_daily_value"": 29200, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9596, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
500,142,6,131,12/5/2026,10,4.3,4.62,-3.23,618389.33,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.23, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.62}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 20200, ""anchor_revenue_used"": 639030, ""targeted_daily_value"": 29200, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9596, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
501,142,6,131,12/5/2026,15,6.45,6.93,-4.85,608037.05,74.85,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -4.85, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -6.93}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 20200, ""anchor_revenue_used"": 639030, ""targeted_daily_value"": 29200, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9596, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
502,143,6,132,12/5/2026,0,0,0,0,368340,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 368340, ""targeted_daily_value"": 16700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9521, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
503,143,6,132,12/5/2026,5,2.15,2.31,-1.59,362483.39,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.59, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.28}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 7700, ""anchor_revenue_used"": 368340, ""targeted_daily_value"": 16700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9521, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
504,143,6,132,12/5/2026,10,4.3,4.62,-3.17,356663.62,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.17, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.56}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 7700, ""anchor_revenue_used"": 368340, ""targeted_daily_value"": 16700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9521, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
505,143,6,132,12/5/2026,15,6.45,6.93,-4.76,350807.02,74.85,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -4.76, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -6.84}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 7700, ""anchor_revenue_used"": 368340, ""targeted_daily_value"": 16700, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9521, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
506,144,6,133,12/5/2026,0,0,0,0,296940,0,campaign_discount,44.15,"{""campaign_type"": 1, ""price_gap_pct"": -4.2, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""anchor_revenue_used"": 296940, ""targeted_daily_value"": 13300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9406, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
507,144,6,133,12/5/2026,5,3.52,3.1,-0.82,294505.09,72.17,campaign_discount,47.15,"{""campaign_type"": 1, ""price_gap_pct"": -4.2, ""hybrid_metrics"": {""total_uplift_score"": -0.82, ""long_term_growth_bonus"": 0.93, ""short_term_revenue_impact"": -1.75}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 4300, ""anchor_revenue_used"": 296940, ""targeted_daily_value"": 13300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9406, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
508,144,6,133,12/5/2026,10,7.03,6.2,-1.63,292099.88,74.34,campaign_discount,50.15,"{""campaign_type"": 1, ""price_gap_pct"": -4.2, ""hybrid_metrics"": {""total_uplift_score"": -1.63, ""long_term_growth_bonus"": 1.86, ""short_term_revenue_impact"": -3.49}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 4300, ""anchor_revenue_used"": 296940, ""targeted_daily_value"": 13300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9406, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
509,144,6,133,12/5/2026,15,10.55,9.31,-2.44,289694.66,76.52,campaign_discount,53.15,"{""campaign_type"": 1, ""price_gap_pct"": -4.2, ""hybrid_metrics"": {""total_uplift_score"": -2.44, ""long_term_growth_bonus"": 2.79, ""short_term_revenue_impact"": -5.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 4300, ""anchor_revenue_used"": 296940, ""targeted_daily_value"": 13300, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""discount_component_share"": 0.9406, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
510,145,6,134,12/5/2026,0,0,0,0,800310,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 800310, ""targeted_daily_value"": 36880, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9677, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
511,145,6,134,12/5/2026,5,2.15,2.31,-1.65,787104.89,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.65, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.34}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 9180, ""anchor_revenue_used"": 800310, ""targeted_daily_value"": 36880, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""discount_component_share"": 0.9677, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
